,project,version_x,author_x,type,issue_number,commit_msg,author_name,author_date,merge,issue_labels,url_issue_x,has_buggy,exception_bug,symptom,root_cause,fix,has_smell_x,has_test in_fix,symptom_adj,root_cause_adj,fix_adj,symptom_map,symptom_grp,root_cause_map,root_cause_grp,fix_map,fix_grp,version_y,author_y,index,commit_fix,url_issue_y,repo_url,file,function,n_try_pass,n_generic_except,n_nested_try,n_bare_except,n_captures_misplaced_bare_raise,n_captures_broad_raise,n_bare_raise_finally,has_smell_y,exists_anti_pattern,anti_pattern_add,anti_pattern_added_name,anti_pattern_removed,anti_pattern_rem_name,fix_to_only_rem_anti_pattern,comments
164,spyder,0,4,issue,2491,"backport (and improve) fix for issue #2491

- use iloc to get dataframe values under *all* possible errors
- this avoids spyder to crash if different errors than the ones
previously considered are generated by iat",Carlos Cordoba,2015-08-22 19:00:09-05:00,FALSE,"type:Bug,component:Variable Explorer",https://github.com/spyder-ide/spyder/issues/2491,True,S,Application crash,Improper Handling,Change to apropriated exception type,S,N,Application crash,Improper Handling,Change to apropriated exception type,Aplication Crashing,Aplication Crashing,Missing Exception Type,Improper Exception Handling,Change to apropriated exception type,Improve the exception handling block,0.0,1.0,433.0,1e0a2bab73d4dca744e4022199ad4c1a5a7e0d34,https://github.com/spyder-ide/spyder/issues/2491,https://github.com/spyder-ide/spyder,1.0,32.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Y,Y,Bare Except,Y,Bare Except,N,foi removida a linha com antipattern Bare Except
165,requests,0,4,issue,2540,fix bug 2540,sh1buy,2015-04-11 00:23:07+03:00,FALSE,"Bug,Contributor Friendly",https://github.com/psf/requests/issues/2540,True,S,Incorrect Messaging,Unproper Message Error,Refactor the exception handling block,N,N,Incorrect Messaging,Unproper Message Error,Refactor the exception handling block,Incorrect Messaging,Incorrect Messaging,Unproper Message,Unproper Message,Refactor the exception handling block,Improve the exception handling block,0.0,1.0,395.0,f89b5a5d90d7b45a7f59dbd2bb29ae2f400aba44,https://github.com/psf/requests/issues/2540,https://github.com/psf/requests,1.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N,N,,N,,,
166,fairseq,0,4,issue,2761,"fix #2761, #2760

summary:
fixes issue #2761 and #2760
args from registries were not added to argparse

reviewed by: myleott

differential revision: d24422792

fbshipit-source-id: c8a8e835965da5c4f527bd589bd621371441e7fe",Alexei Baevski,2020-10-20 13:43:15-07:00,FALSE,"bug,needs triage",https://github.com/pytorch/fairseq/issues/2761,True,S,Exceptional error,Unhandled Exception,Add a exception handling block,S,N,Exceptional error,Unhandled Exception,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,2.0,151.0,f6677b675524d22a4df9f2304f63ee382594c9e3,https://github.com/pytorch/fairseq/issues/2761,https://github.com/pytorch/fairseq,2.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N,N,,N,,,
167,gamestonkterminal,0,4,issue,2770,"fixed errors in trading hours + tests (#2770)

co-authored-by: james maslek <jmaslek11@gmail.com>",Gerard,2022-10-10 23:09:21+02:00,FALSE,"bug,enhancement,tests,HACKTOBERFEST",https://github.com/gamestonkterminal/gamestonkterminal/issues/2770,True,S,Incorrect Logic,Error in Logic,Refactor the exception handling block,S,N,Incorrect Logic,Error in Logic,Refactor the exception handling block,Incorrect Behavior,Incorrect Behavior,Incorrect Logic,Incorrect Logic,Refactor the exception handling block,Improve the exception handling block,0.0,2.0,163.0,4f189db935a67a6cc5bbe1de9c387c7c4bf6557f,https://github.com/gamestonkterminal/gamestonkterminal/issues/2770,https://github.com/gamestonkterminal/gamestonkterminal,3.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Y,Y,Too Broad Except,Y,Too Broad Except,N,
168,gamestonkterminal,0,4,issue,2781,"fix keys menu: tokenterminal & shroom bug fix (#2781)

* fix tikenterminal and shroom

* add unittests

* add the 2 keys to api",montezdesousa,2022-10-11 11:16:28+02:00,FALSE,"bug,HACKTOBERFEST,HACKTOBERFEST-ACCEPTED",https://github.com/gamestonkterminal/gamestonkterminal/issues/2781,True,S,Exceptional error,Unhandled Exception,Use exception handling mechanism to change the logic,N,N,Exceptional error,Unhandled Exception,Use exception handling mechanism to change the logic,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Change the the exception code logic,Change the the exception code logic,0.0,1.0,156.0,1186939884bdb85321f016aabf3f3586fd0bbfc1,https://github.com/gamestonkterminal/gamestonkterminal/issues/2781,https://github.com/gamestonkterminal/gamestonkterminal,5.0,182.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,12.0,N,N,,N,,,
169,pandas,0,4,issue,2781,"merge remote-tracking branch 'moisan/period_bug'

* moisan/period_bug:
  use a function factory for comparisons of period objects
  move the period tests in test_period.py and add assertraises tests for comparisons
  add comparisons operator to the period object and fixes issue 2781",Wes McKinney,2013-03-27 22:37:20-04:00,TRUE,"Bug,Timeseries",https://github.com/pandas-dev/pandas/issues/2781,True,S,Exceptional error,Unhandled Exception,Add a exception handling block,N,S,Exceptional error,Unhandled Exception,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,2.0,320.0,af2a7208a9e1c97e5973538eac34179199c82af7,https://github.com/pandas-dev/pandas/issues/2781,https://github.com/pandas-dev/pandas,2.0,186.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,Y,Y,Bare Raise,N,,N,
170,cython,0,4,issue,3205,"make c++ typeid accept specializations of fused types (#3205)

* potential fix for gh issue #3203

gets the specialized type if possible from
namenode.analyse_as_type

this does introduce a potential new bug:
```
cimport cython

just_float = cython.fused_type(float)

cdef ok1(just_float x):
    return just_float in floating

cdef fail1(just_float x, floating y):
    return just_float in floating

cdef fail2(floating x):
    return floating in floating

def show():
    """"""
    >>> show()
    true
    true
    true
    true
    """"""
    print(ok1(1.0))
    print(fail1(1.0, 2.0))
    print(fail1[float, double](1.0, 2.0))
    print(fail2[float](1.0))
```
fail1 and fail2 work before this patch but fail with it. it isn't
clear to me if this should actually be considered a bug. it
works in both versions with `cython.floating`, which possibly
suggests analyse_as_type in attributenode should also be changed

* bring attribute.fused types in line

* removed try-catch

* fix and test ""type in fused_type"" special-case

* added ""analyse_as_specialized_type""

* fixed cpp_operators (handle type is none)",Stefan Behnel,2020-04-18 22:39:33+02:00,TRUE,"C++,defect,Type Analysis",https://github.com/cython/cython/issues/3205,True,S,Exceptional error,Unhandled Exception,Add a exception handling block,N,S,Exceptional error,Unhandled Exception,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,1.0,137.0,3a3419fb1f13a0ec8ba1121f0aea4e7ec4df4773,https://github.com/cython/cython/issues/3205,https://github.com/cython/cython,1.0,261.0,10.0,18.0,0.0,1.0,0.0,1.0,0.0,30.0,N,N,,N,,,
171,openbbterminal,0,4,issue,3220,"fix a bunch of cryptooooo (#3220)

* fix crypto term api +[bug] crypto/dd/funot #3187

* fix #2 - combining commands error #3186

* fix [bug] `crypto/dd/stats --vs` not avail #3181

* fix title on stats

* fix -h [bug] #3182

* fix #3169

* remove command [bug] #3096 - source bad

* fix [bug] #3097

* fix #3103 convert dtypes and fix descend

* fix [bug] sort and descend errors #3101

* [bug] `crypto/defi/tokens --sort` #3098

* fix #3060

* removing unneeded tests

* running tests

* tests 4 u andrew

* remove dpi from sdk

* fix merge conflict

* rename vs -> to_symbol

co-authored-by: jose-donato <43375532+jose-donato@users.noreply.github.com>
co-authored-by: colin delahunty <72827203+colin99d@users.noreply.github.com>
co-authored-by: henrique joaquim <h.joaquim@campus.fct.unl.pt>
co-authored-by: james maslek <jmaslek11@gmail.com>",andrewkenreich,2022-11-02 13:18:42-04:00,FALSE,bug,https://github.com/openbb-finance/openbbterminal/issues/3220,True,S,Exceptional error,Unproper exception handling,Refactor the exception handling block,S,N,Exceptional error,Unproper exception handling,Refactor the exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Refactor the exception handling block,Improve the exception handling block,0.0,2.0,278.0,41a764fd5fcd25b4ea48603365b567d12cbe0f1a,https://github.com/openbb-finance/openbbterminal/issues/3220,https://github.com/openbb-finance/openbbterminal,12.0,125.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,Y,Y,Too Broad Except,Y,Too Broad Except,N,
172,pyro,0,4,issue,3229,"fix jit elbo sign error (#3229)

* fix sign error in jittracegraph_elbo

* lint

* add test for tracetmc_elbo",Fritz Obermeyer,2023-06-21 15:06:30-07:00,FALSE,"bug,awaiting review",https://github.com/pyro-ppl/pyro/issues/3229,True,S,Exceptional error,Unhandled Exception,Add a exception handling block,S,N,Exceptional error,Unhandled Exception,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,1.0,355.0,e20a65c3bb2722bc44c711c79039521dd00ca531,https://github.com/pyro-ppl/pyro/issues/3229,https://github.com/pyro-ppl/pyro,4.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N,N,,N,,,
173,cython,0,4,issue,3542,"fix cygdb (gh-3542)

* cython debugger documentation: added link to an installation script.
* got a new libpython.py from the cpython source distribution.
* default language level in tests is now 3 instead of 2
* migrated codefile from python 2 to python 3.
* added testcase for the cy list command in cygdb.
* temporarily removing test case that freezes gdb.
* fixed a bug that broke several cygdb tests.

the cython_debug/cython_debug_info_* files map the names of the c-functions generated by the cython compiler to the names of the functions in the *.pyx source. if the function was defined using ""def"" (and not ""cpdef"" or ""cdef"") in the *.pyx source file, the c-function named in cython_debug/cython_debug_info_* used to be __pyx_pw_*, which is the name of the wrapper function and now it is __pyx_f_*, which is the name of the actual function. this makes some cygdb tests pass that did not pass before.

* better error messages: if a cygdb command raises, a traceback will be printed.
* fixed a bug in cygdb.

the following now works:
1. start cygdb
2. type ""cy exec"" and hit enter
3. type some other lines
4. type ""end"" and hit enter.
-> these ""other lines"" will get executed

* fixed a bug in cygdb: cy list now works outside of functions.
* added print_hr_allmarkers function for easier debugging.
* fixed a bug that broke cygdb:

cy break did not work if you put the breakpoint outside of a function if there was e.g. the following somewhere in your *.pyx file:
cdef class someclass():
    pass

* added a cygdb test for printing global variables.
* fixing cygdb: replaced cy print with a simple, working solution.
* if an exception in cygdb occurs, a stacktrace will be printed.
* fixed a bug that broke cy break -p
* bugfix: the compiler now writes out correctly which cython linenumber and path corresponds to which c linenumber.
* set language_level=2 in runtests.py",Volker-Weissmann,2020-08-24 11:50:49+02:00,FALSE,"defect,Debugger",https://github.com/cython/cython/issues/3542,True,S,Exceptional error,Improper Handling,Add a exception handling block,N,S,Exceptional error,Improper Handling,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,2.0,138.0,afcc6040cd3a68c61b8e994b1341dd1f4ef9cf73,https://github.com/cython/cython/issues/3542,https://github.com/cython/cython,8.0,633.0,14.0,5.0,0.0,1.0,0.0,0.0,0.0,20.0,Y,N,,Y,Too Broad Except,N,
174,robotframework,0,4,issue,3965,"fix extended variable assign when parent uses item access.

fixes #3965.

the fix removes detecting error in cases like

    ${var.nonex.attr} =    set variable    value

which was possible when the name was split from `.` and each attribute
got individually. this is somewhat unfortunate, but then again we also
don't consider it an error to use

    ${nonex.attr} =    set variable    value

so we can consider the functionality consistent.",Pekka Klärck,2021-05-19 14:04:53+03:00,FALSE,"bug,priority: medium,beta 1",https://github.com/robotframework/robotframework/issues/3965,True,S,Exceptional error,Improper Handling,Remove the exception handling mechanism,S,N,Exceptional error,Improper Handling,Remove the exception handling mechanism,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Remove the exception handling block,Improve the exception handling block,0.0,2.0,397.0,933ef3142a3f57e9561c77b2f87c29406b3886c4,https://github.com/robotframework/robotframework/issues/3965,https://github.com/robotframework/robotframework,1.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,N,N,,N,,,
175,qutebrowser,0,4,issue,4059,"fixing the previous patches

patch files for correct usage of quteschemeerror and general clean up.

closes https://github.com/qutebrowser/qutebrowser/issues/4059",SubbulakshmiRS,2018-08-11 15:53:17+05:30,FALSE,"priority: 2 - low,bug: behavior",https://github.com/qutebrowser/qutebrowser/issues/4059,True,S,Incorrect Messaging,Unproper Message Error,Raise a specific exception,N,N,Incorrect Messaging,Unproper Message Error,Raise a specific exception,Incorrect Messaging,Incorrect Messaging,Unproper Message,Unproper Message,Change the raise type,Improve raising conditions,0.0,1.0,387.0,5b8e0d8d800ade0a8991beae1810a0c1f6aaee66,https://github.com/qutebrowser/qutebrowser/issues/4059,https://github.com/qutebrowser/qutebrowser,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N,N,,N,,,
176,pytorch-lightning,0,4,issue,4237,"[metrics] fix/4237 auc unstable reorder (#4281)

* =add deprecation warning for auc reorder

* =add test for deprecation warning for auc reorder

* update changelog

* add reorder deprecation warning to auc docstring

* fix pep8 f-string error

* remove duplicate import

co-authored-by: nicki skafte <skaftenicki@gmail.com>",Dusan Drevicky,2020-10-25 10:26:40+01:00,FALSE,"bug,help wanted",https://github.com/pytorchlightning/pytorch-lightning/issues/4237,True,S,Exceptional error,Missing Raising Condition,Raise a exception,N,S,Exceptional error,Missing Raising Condition,Raise a exception,Incorrect Exceptions,Incorrect Exceptions,Missing Raising Condition,Improper Raising,Add a raise condition,Improve raising conditions,,,,,,,,,,,,,,,,,,,,,,,
177,jina,0,4,issue,4391,fix: fix client error 4391 (#4410),samsja,2022-03-01 15:58:57+01:00,FALSE,type/bug,https://github.com/jina-ai/jina/issues/4391,True,S,Exceptional error,Improper Handling,Add a exception handling block,N,S,Exceptional error,Improper Handling,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,2.0,195.0,52607ada81388cfe4f9d9b8dac9a4f1de0fe2c62,https://github.com/jina-ai/jina/issues/4391,https://github.com/jina-ai/jina,10.0,59.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,Y,Y,Bare Raise,Y,Bare Raise,N,
178,robotframework,0,4,issue,4527,"fix error message if setting used in invalid place.

for example, if using `[metadata]` with tests or `[template]` with
keywords. fixes #4527.",Pekka Klärck,2022-11-20 18:14:59+02:00,FALSE,"bug,priority: medium",https://github.com/robotframework/robotframework/issues/4527,True,S,Incorrect Messaging,Unproper Message Error,Raise a error,N,N,Incorrect Messaging,Unproper Message Error,Raise a error,Incorrect Messaging,Incorrect Messaging,Unproper Message,Unproper Message,Add a raise condition,Improve raising conditions,,,,,,,,,,,,,,,,,,,,,,,
179,pandas,0,4,issue,4678,bug: fix issue #4678 for python parser,Richard T. Guy,2013-09-23 15:29:01-04:00,FALSE,"Bug,IO Data,IO CSV",https://github.com/pandas-dev/pandas/issues/4678,True,S,Incorrect logic,Error in Logic,Removed exception raise,S,S,Incorrect logic,Error in Logic,Removed exception raise,Incorrect Behavior,Incorrect Behavior,Incorrect Logic,Incorrect Logic,Remove a raise statement,Improve raising conditions,0.0,2.0,327.0,fedb26dc58560189f9a4cbca3e4d5f34f201774a,https://github.com/pandas-dev/pandas/issues/4678,https://github.com/pandas-dev/pandas,2.0,204.0,6.0,11.0,0.0,5.0,0.0,10.0,0.0,32.0,Y,Y,Bare Raise,N,,N,
180,jax,0,4,issue,4734,"add shape checks for lax.fft.

fixes https://github.com/google/jax/issues/4734",Peter Hawkins,2022-08-13 15:33:18+00:00,FALSE,bug,https://github.com/google/jax/issues/4734,True,S,Exceptional error,Missing Raising Condition,Raise a error,N,S,Exceptional error,Missing Raising Condition,Raise a error,Incorrect Exceptions,Incorrect Exceptions,Missing Raising Condition,Improper Raising,Add a raise condition,Improve raising conditions,,,,,,,,,,,,,,,,,,,,,,,
181,networkx,0,4,issue,4924,"fix disconnected graph bug in link prediction ccpa and add tests (#4924)

* fix disconnected graph bug in link prediction ccpa and add tests for ccpa

* fix multiple components bug in ccpa and raise exception for self links

* fix ccpa, remove alpha restriction and add suggested values to docs

co-authored-by: ross barnowski <rossbar@berkeley.edu>",Joakim Skarding,2021-08-28 10:45:19+10:00,FALSE,type: Bug fix,https://github.com/networkx/networkx/issues/4924,True,S,Incorrect logic,Missing Raising Condition,Raise a specific exception,N,S,Incorrect logic,Missing Raising Condition,Raise a specific exception,Incorrect Behavior,Incorrect Behavior,Missing Raising Condition,Improper Raising,Change the raise type,Improve raising conditions,,,,,,,,,,,,,,,,,,,,,,,
182,pandas,0,4,issue,4940,"bug: fixed a bug with setting invalid or out-of-range values in indexing
     enlargement scenarios (gh4940)",jreback,2013-09-22 20:56:54-04:00,FALSE,"Bug,Indexing,Dtype Conversions",https://github.com/pandas-dev/pandas/issues/4940,True,S,Exceptional error,Unhandled Exception,Add a exception handling block,N,S,Exceptional error,Unhandled Exception,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,2.0,308.0,627c59a1e44bdb10fd3701d4da2eb7c8eb60a46b,https://github.com/pandas-dev/pandas/issues/4940,https://github.com/pandas-dev/pandas,3.0,242.0,7.0,10.0,2.0,7.0,0.0,0.0,0.0,26.0,Y,Y,Bare Raise,N,,N,
183,numba,0,4,issue,5011,"fix #5011.
fix a problem with folding arguments on methods.",Siu Kwan Lam,2020-01-02 11:06:28-06:00,FALSE,bug,https://github.com/numba/numba/issues/5011,True,S,Exceptional error,Unproper exception handling,Refactor the exception handling block,N,N,Exceptional error,Unproper exception handling,Refactor the exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Refactor the exception handling block,Improve the exception handling block,0.0,1.0,256.0,96371bdd54fc17c0be795a3b2e6b959be1d61b4c,https://github.com/numba/numba/issues/5011,https://github.com/numba/numba,2.0,107.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,Y,N,,Y,"Nested Try,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
184,networkx,0,4,issue,5023,"bug fix for issue #5023 :  corner-case bug in single_source_dijkstra (#5033)

some of the shortest_path functions have a fast-path for the case when source==target.
in some of these functions, there was no check that the source node was in the graph,
leading to incorrect results when a nodenotfound error would be more appropriate.
this pr fixes these cases.

in addition, checking that nodes are actually in the graph was formerly done in the internal
`_dijkstra_multisource` function. these checks have been factored out and moved to the
client functions for efficiency and to prevent redundant checking.

co-authored-by: ross barnowski <rossbar@berkeley.edu>",Divyansh,2021-09-13 05:11:07+05:30,FALSE,"type: Bug fix,Needs PR,Good First Issue,Sprint",https://github.com/networkx/networkx/issues/5023,True,S,Exceptional error,Unhandled Exception,Raise a error,N,S,Exceptional error,Unhandled Exception,Raise a error,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a raise condition,Improve raising conditions,0.0,2.0,246.0,bcc7a7e42b6e152ac57658e884f5184b33463b0b,https://github.com/networkx/networkx/issues/5023,https://github.com/networkx/networkx,3.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Y,Y,Bare Raise,Y,Bare Raise,N,
185,dvc,0,4,issue,5175,"experiments: fix checkout error for unexisting outputs (#5175)

* stage: support explicit allow_missing in checkout

* exp: explicitly clear exec_branch and checkout with allow_missing on
starting experiment run

* git: wrap stash apply errors with scmerror

* git: add `git status` to backends

* exp: reset staged git changes before workspace exp runs to avoid merge
conflicts

* test untracked (and staged) pipeline file and deps for both workspace
and tmpdir runs

* experiments: explicitly track pipeline files and uncached deps for exp
commmits

* fix exp typing errors",Peter Rowlands (변기호),2020-12-29 18:07:21+09:00,FALSE,"skip-changelog,bugfix",https://github.com/iterative/dvc/issues/5175,True,S,Logic error,Unhandled Exception,Add a exception handling block,N,S,Logic error,Unhandled Exception,Add a exception handling block,Incorrect Behavior,Incorrect Behavior,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,2.0,149.0,db555ec66bc0da3da52ddda9afa459174f3b33c7,https://github.com/iterative/dvc/issues/5175,https://github.com/iterative/dvc,13.0,225.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,N,N,,N,,,
186,netbox,0,4,issue,5218,fixes #5218: raise validation error if a power port's allocated_draw exceeds its maximum_draw,Jeremy Stretch,2020-10-07 13:23:19-04:00,FALSE,"type: bug,status: accepted",https://github.com/netbox-community/netbox/issues/5218,True,S,Incorrect logic,Unproper exception handling,Refactor the exception handling block,S,N,Incorrect logic,Unproper exception handling,Refactor the exception handling block,Incorrect Behavior,Incorrect Behavior,Missing Exception Type,Improper Exception Handling,Refactor the exception handling block,Improve the exception handling block,0.0,2.0,239.0,39e4ab164e5585d168c51bb5e3bc495087a9716b,https://github.com/netbox-community/netbox/issues/5218,https://github.com/netbox-community/netbox,1.0,18.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,Y,Y,Bare Raise,N,,N,
187,cython,0,4,issue,5404,"fix parsing of bracketed then called context managers (gh-5404)

require the bracketed multiple context managers to be followed by a
colon, so that the bracketed called context manager is identified as
regular parentheses in old-style syntax.

fixes https://github.com/cython/cython/issues/5403",da-woods,2023-04-28 10:36:56+01:00,FALSE,"Parsing,defect",https://github.com/cython/cython/issues/5404,True,S,Exceptional error,Unhandled Exception,Add a exception handling block,S,N,Exceptional error,Unhandled Exception,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,2.0,140.0,cdce132997b60ace744da88572ee457e3a9444de,https://github.com/cython/cython/issues/5404,https://github.com/cython/cython,2.0,193.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Y,Y,Swallowing Exception,N,,N,Esse inventou um novo antipattern.
188,awx,0,4,issue,5528,"fix to handle str and json mix-in data correctly with settings api

- fixed issue #5528

signed-off-by: hideki saito <saito@fgrep.org>",Hideki Saito,2019-12-19 02:15:25+00:00,FALSE,"type:bug,component:cli",https://github.com/ansible/awx/issues/5528,True,S,Exceptional error,Unhandled Exception,Add a exception handling block,N,N,Exceptional error,Unhandled Exception,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,1.0,114.0,437d9843d17fbcc0c66fe1c0498a1e32de4e6d28,https://github.com/ansible/awx/issues/5528,https://github.com/ansible/awx,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N,N,,N,,,
189,modin,0,4,issue,5628,"fix-#5628: bug: hdk: unable to concatenate tables with different number of non-numeric columns (#5673)


signed-off-by: andrey pavlenko <andrey.a.pavlenko@gmail.com>
co-authored-by: anatoly myachev <anatoliimyachev@mail.com>",Andrey,2023-03-08 23:08:02+01:00,FALSE,"bug 🦗,HDK",https://github.com/modin-project/modin/issues/5628,True,S,Incorrect logic,Error in Logic,Refactor code and add a exception handling block,N,S,Incorrect logic,Error in Logic,Refactor code and add a exception handling block,Incorrect Behavior,Incorrect Behavior,Incorrect Logic,Incorrect Logic,Add a exception handling block,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
