url_issue,hash
https://github.com/fossasia/visdom/issues/304,a0e9dc6c0191f0d81d3103ebc0b305b6aedd4497
https://github.com/rare-technologies/gensim/issues/1751,a7120d758b555853491e83175f3879a9e2552fcd
https://github.com/gamestonkterminal/gamestonkterminal/issues/1317,b939fbd9b8c68ab207d0a9959ef637bfb32d3643
https://github.com/mxrch/ghunt/issues/78,38d4c814696cd2150e502d5596d05977f24212c3
https://github.com/pandas-dev/pandas/issues/14848,ab0d23653a6e8264769b50c27b3b8efc95c6ab70
https://github.com/ansible/ansible/issues/26052,16d23e96c55c753c8643798072cf4502754fedbb
https://github.com/netbox-community/netbox/issues/1037,7766e1f6847f2d1651f1a7a1ce4482ea76098745
https://github.com/pandas-dev/pandas/issues/26765,2d2606d8541ecf114b8708d9e6e8f9a1af7ee115
https://github.com/ansible/ansible/issues/5468,1c632af2c915bb757cffc5cd01a2aac59e5c810a
https://github.com/giampaolo/psutil/issues/130,d83c82fbec281c6389d8f88e8869c0459f95ef52
https://github.com/sqlmapproject/sqlmap/issues/157,d421f9a61833487ab9a34a2419b993479f1ad8e6
https://github.com/porchetta-industries/crackmapexec/issues/4,a3046f657b08b8fc125da9be36d3d6a7fff1c1b8
https://github.com/saltstack/salt/issues/13458,46c9a9769fe0d404e130e6b3359fd11cc8ffe5cb
https://github.com/ansible/ansible/issues/51134,72a44e144a5c80affd10795e032da9c7b200026f
https://github.com/lightning-ai/lightning/issues/2821,9a402461dab2c3797f06da7273d05145b46e5fe6
https://github.com/pandas-dev/pandas/issues/45319,60a2d56acde52c3c03ad3146d56f59ac924f508e
https://github.com/saltstack/salt/issues/59033,23bbc4594c19a2e5bdee3a1d470a52a2b805aa47
https://github.com/netbox-community/netbox/issues/785,07997b24ca06c518305caf6bb92027686d9e755d
https://github.com/iterative/dvc/issues/4251,59105ec639c3acdba09f284fee80b0866bb79497
https://github.com/zulip/zulip/issues/7396,8c4651d716e59f754a1e22956625cabc68d07757
https://github.com/openbb-finance/openbbterminal/issues/1089,a0a22ee2cff2be0f062de0ec60bf096e2cb1a51a
https://github.com/numpy/numpy/issues/10779,2ee7c72e56b5ef16f3838f86de8ad0d435b9b4e0
https://github.com/numba/numba/issues/915,11badc2d5f9c05012614b80aba5a4b75577e8607
https://github.com/django-cms/django-cms/issues/3935,d65426f9fa2cf4dfabab33ba4aac55bb339dc43d
https://github.com/ansible/ansible/issues/38542,53d3e7e306770d403841ee0215c91aa9e3999885
https://github.com/pandas-dev/pandas/issues/13613,8b50d8c854196e3025c9a881cafeedc5f509aaef
https://github.com/pypa/pipenv/issues/4588,15c0ce0b3b7719055ef0fba54cbc540e5fd22dc5
https://github.com/ansible/ansible/issues/36800,1d6bc094cf460a374d0e7da75954ea91bd41caa0
https://github.com/ansible/ansible/issues/38708,457bccf540bb8a1ed29eee769b85f825904c9527
https://github.com/ansible/ansible/issues/22112,61288b14fd0ba996b4d0f228d541fc21517772b0
https://github.com/pytorchlightning/pytorch-lightning/issues/2821,9a402461dab2c3797f06da7273d05145b46e5fe6
https://github.com/openbb-finance/openbbterminal/issues/1317,b939fbd9b8c68ab207d0a9959ef637bfb32d3643
https://github.com/readthedocs/readthedocs.org/issues/4609,cbfc791a8e1390eb4b62c290c0ae413742e5a816
https://github.com/spyder-ide/spyder/issues/1066,7f6692e62a86acffc15d15c8f78cfd0874d18a14
https://github.com/ansible/ansible/issues/36236,736d6406c049851d9490a3d60d1da049629f3ceb
https://github.com/gamestonkterminal/gamestonkterminal/issues/4145,663db92e337013fc8a77f8b65e1a6e13983310a1
https://github.com/ansible/ansible/issues/66786,994a6b0c5a7929051e5e2101004ef536ec47c0b3
https://github.com/ansible/ansible/issues/4730,8752ae690913053754e4a52390f5002d5d662d60
https://github.com/ansible/ansible/issues/3466,82c806979be7dba21c1c00d26085e442e5a0b278
